date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-11-07 02:14:34,ewarren,,94,519,2118,"We aren't going to get farmers the resources they need or challenge the stigma around mental health and suicide if Republicans refuse to confront the problem. Farmers need action—now.https://wkow.com/news/top-stories/2019/11/05/this-was-a-vote-against-wisconsin-farmers-gov-evers-reacts-to-ag-secretary-fired-from-his-job/ …",,,,1192264046084534272,https://twitter.com/ewarren/status/1192264046084534272
2019-11-07 01:17:34,ewarren,,370,518,4437,"My family lived on the ragged edge of the middle-class. When my daddy had a heart attack, it nearly sent us over a financial cliff. Today, the cost of health care is the number one reason why families go broke. No more. We need #MedicareForAll.pic.twitter.com/Q9CGhe1rBg",,,#MedicareForAll,1192249701166399488,https://twitter.com/ewarren/status/1192249701166399488
2019-11-07 00:30:56,ewarren,teddyschleifer,3055,8097,59102,"I'm always happy to meet with people, even if we have different views. @BillGates, if we get the chance, I'd love to explain exactly how much you'd pay under my wealth tax. (I promise it's not $100 billion.)https://twitter.com/teddyschleifer/status/1192188119417704448 …",,@BillGates,,1192237965113790466,https://twitter.com/ewarren/status/1192237965113790466
2019-11-06 23:46:57,ewarren,nowthisnews,98,760,5491,"I miss my friend Elijah, but I'll always carry the most important lesson he taught me: Keep fighting from the heart—because it’s the right fight to have.https://twitter.com/nowthisnews/status/1191767884332187651 …",,,,1192226896794263560,https://twitter.com/ewarren/status/1192226896794263560
2019-11-06 22:41:04,ewarren,,99,602,1963,"Facebook used their users' data to limit competition and grow their power, all while cynically portraying themselves as acting to protect users' privacy. It's time to #BreakUpBigTech.https://www.nbcnews.com/news/amp/ncna1076986 …",,,#BreakUpBigTech,1192210317322989568,https://twitter.com/ewarren/status/1192210317322989568
2019-11-06 21:57:18,ewarren,,55,136,616,"If we want to make big, structural change, then we need to build a movement from the ground up that can fight for it. I talked with @VotingWhileBlk about how we build that movement together. http://linktr.ee/votingwhileblack …pic.twitter.com/RrG0MzlLpd",,@VotingWhileBlk,,1192199301801361408,https://twitter.com/ewarren/status/1192199301801361408
2019-11-06 21:34:02,ewarren,,59,424,2042,". @_SheThePeople helped Democrats win crucial seats in yesterday's elections, and this work will be key to helping elect even more Democrats up and down the ballot in 2020.https://www.nbcnews.com/politics/2020-election/are-women-color-key-beating-trump-democratic-group-thinks-so-n1076551 …",,@_SheThePeople,,1192193449451278336,https://twitter.com/ewarren/status/1192193449451278336
2019-11-06 21:13:29,ewarren,,21,201,1747,"Congratulations to @KendraForPhilly on winning her election to the Philadelphia City Council! Her passion and commitment will make real change for Philadelphia’s working families.",,@KendraForPhilly,,1192188276909715457,https://twitter.com/ewarren/status/1192188276909715457
2019-11-06 20:07:33,ewarren,,410,838,5226,"When I was a young mom, child care nearly knocked me off track. My Aunt Bee saved me, but not every family has an Aunt Bee who can step in. I remember the stress and fear I felt. That's why I'm fighting to build a future in which every young family has a chance to succeed.pic.twitter.com/NVe3oaQVr0",,,,1192171683001634816,https://twitter.com/ewarren/status/1192171683001634816
2019-11-06 19:19:41,ewarren,,71,225,954,"The Veterans Health Administration has pioneered innovations in medical care and provides high-quality, evidence-based, culturally competent programs that our veterans rely on. I won't let it be privatized. I've got a plan to invest in it.pic.twitter.com/ZF7vKXiNCS",,,,1192159636998234113,https://twitter.com/ewarren/status/1192159636998234113
